source_taxon_name,interaction_type,target_taxon_name_poor,target_taxon_name,target_taxon,notes,latitude,longitude,study_citation
Helianthus annuus,pollinatedBy,Philampelus,Philampelus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Limochores,Limochores,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Dacnusa,Dacnusa,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Nematus,Nematus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,flowersVisitedBy,Colias,Colias,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Helianthus annuus,pollinatedBy,Polistes_nympha_,Polistes nympha,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Halictus sp.,Halictus ,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Ophion,Ophion,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Usia,Usia,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eumenes sp.,Eumenes,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stevenia sp.,Stevenia,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Tetraodontiformes,Tetraodontiformes,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Dasypoda,Dasypoda,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Athalia sp.,Athalia,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Mantodea,Mantodea,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pimpla sp.,Pimpla,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Polistes sp.,Polistes,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Melllina_arvensis_,Melllina arvensis,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Bombus_laessus_,Bombus laessus,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Scaeva,Scaeva,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Macroglossum,Macroglossum,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Xylocopa sp.,Xylocopa,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Protaetia,Protaetia,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Sp,,remove,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,unidentified,,remove,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Trypoxylon sp.,Trypoxylon,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Colpa quinquecincta occidentalis,Colpa quinquecincta occidentalis,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Chrysis,Chrysis,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Arge sp.,Arge,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pseudapis,Pseudapis,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Lagrtia_hirta_,Lagrtia hirta,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Lagria,Lagria,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Calocoris,Calocoris,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Brachymeria sp.,Brachymeria,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Xysticus sp.,Xysticus,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Amegilla_quadripunctata_,Amegilla quadripunctata,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eilema,Eilema,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Mutilla,Mutilla,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Species no.1,,remove,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eucera,Eucera,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stenopterus,Stenopterus,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stylophora,Stylophora,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,sp. 3,,remove,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pyronia,Pyronia,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Polyonmatus_icarus_,Polyonmatus icarus,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Chelostoma_florisomme_,Chelostoma florisomme,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Icneumon_sp.1_,Icneumon,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Lygus,Lygus,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Andrena_variabiis_,Andrena variabiis,,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Amegilla,Amegilla,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Macroscelides,Macroscelides,,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Tarsalia,Tarsalia,,,31.63305402,34.887231,"Gideon Pisanty, Alexandra-Maria Klein, Yael Mandelik"
Helianthus annuus,pollinatedBy,Tetraloniella,Tetraloniella,,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Carpophilus,Carpophilus,,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Decaria,Decaria,,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Coproica,Coproica,,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Lagria cf. aeneipennis Fahraeus,Lagria,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,"Baris cf. atrocoerulea (Boheman, 1844)",Baris atrocoerulea,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Bombus terrestris-complex,Bombus terrestris,species,,46.22673329,-0.384503843,"Jeroen Scheper (WUR), David Kleijn (WUR), Isabelle Badenhausser (CEBC-CNRS), Vincent Bretagnolle (CEBC-CNRS), Ignasi Bartomeus (EBD-CSIC), Carlos Zaragoza-Trello (EBD-CSIC)"
Helianthus annuus,pollinatedBy,Eupeodus sp.,Eupeodus,,,46.22673329,-0.384503843,"Jeroen Scheper (WUR), David Kleijn (WUR), Isabelle Badenhausser (CEBC-CNRS), Vincent Bretagnolle (CEBC-CNRS), Ignasi Bartomeus (EBD-CSIC), Carlos Zaragoza-Trello (EBD-CSIC)"
Helianthus annuus,pollinatedBy,large_hover_(Eristalis_sp1.),Eristalis,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Danus_chrysippus_aegyptius,Danus chrysippus aegyptius,sub-species,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Muscid_sp1.,Muscidae,family,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Precis_oenone(blue_pansy),Precis oenone,species,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,small_hover_(Asarkina_sp1.),Asarkina,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,small_hover_(Asarkina_sp2.),Asarkina,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Apis_millifera_scutellata,Apis millifera scutellata,sub-species,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Colotis,Colotis,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Xylocopa,Xylocopa,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,ladybird_sp1.,Coccinellidae,family,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Mylothris,Mylothris,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Caliphoridae_sp1.,Caliphoridae,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Macroglossum_trochilus(hummingbird_hawkmoth),Macroglossum trochilus,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Lace_bug_sp1.,Tingidae,family,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,brown_skipper_sp1.,Timochares ruptifasciata,species,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Sphecidae_wasp_sp1.,Sphecidae,family,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,bee.red.abdomen.sp,,remove,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Chrysoperla,Chrysoperla,,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Apis mellifera scutellata,Apis mellifera scutellata,,,NA,NA,"Melin, A., Rouget, M., Midgley, J. J., & Donaldson, J. S. (2014). Pollination ecosystem services in South African agricultural systems. South African Journal of Science, 110(11-12), 01-09."
Heterotheca villosa,flowersVisitedBy,Plebejus lupini texanus,Plebejus lupini texanus,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Heterotheca villosa,flowersVisitedBy,Plebejus shasta minnehaha,Plebejus shasta minnehaha,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Heterotheca villosa,flowersVisitedBy,Lycaena,Lycaena,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Heterotheca villosa,flowersVisitedBy,Strymon melinus setonia,Strymon melinus setonia,,,45.63187884,-120.9135338,https://www.inaturalist.org/observations/31093770
Heterotheca villosa,pollinatedBy,villa_eumenes,Villa eumenes,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,mesebrina_latreillei,Mesebrina latreillei,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,Lycaena rubidus sirius,Lycaena rubidus sirius,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,hoplitus_fulgida,Hoplitus fulgida,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,coelioxus_funeraria,Coelioxus funeraria,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,Phormia,Phormia,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,pieris_rapa,Pierisrapa,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,cartosyrphus_tarda,Cartosyrphus tarda,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,osmia_tristela,Osmia tristela,,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,megachile_melanophea,Megachile melanophea,,,NA,NA,CaraDonna2017
Leucanthemum vulgare,pollinatedBy,Helle,Helle,,,NA,NA,Canterbury Museum. (2024). Canterbury Museum (CMNZ) collection insect specimen-plant flower interactions (0.2) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.11694302. Accessed at <https://github.com/globalbioticinteractions/cmnz/archive/344398ab632a372899e03168499d0e4cac9209f9.zip> on 09 May 2025.
Leucanthemum vulgare,pollinatedBy,"Merodon
Merodon equestris",Merodon equestris,species,,48.808556,-123.63125,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Tachina,Tachina,,,48.808556,-123.63125,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Thecophora,Thecophora,,,48.808556,-123.63125,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Nomada (Nomada) sp. 2,Nomada,,,44.028456,-123.17364,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Physocephala,Physocephala,,,45.601305,-122.39864,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Dalmannia,Dalmannia,,,44.028456,-123.17364,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Nomada (Nomada) sp. 4,Nomada,,,44.77879,-122.74432,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Nomada (Nomada) sp. 1,Nomada,,,44.028456,-123.17364,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Priocnemis,Priocnemis,,,44.77879,-122.74432,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Holopyga,Holopyga,,,45.601305,-122.39864,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Limnophora,Limnophora,,,44.77879,-122.74432,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Empis,Empis,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000132794
Leucanthemum vulgare,pollinatedBy,Tortrix,Tortrix,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0000521198
Leucanthemum vulgare,pollinatedBy,Thrips,Thrips,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020305130
Leucanthemum vulgare,pollinatedBy,Chrysops,Chrysops,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000041854
Leucanthemum vulgare,pollinatedBy,Inostemma,Inostemma,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0021203600
Leucanthemum vulgare,pollinatedBy,Dichrogaster,Dichrogaster,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020930777
Leucanthemum vulgare,pollinatedBy,Aprostocetus sp.,Aprostocetus,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020929997
Leucanthemum vulgare,pollinatedBy,Parhelophilus,Parhelophilus,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000136151
Leucanthemum vulgare,pollinatedBy,Lytta,Lytta,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0001717476
Leucanthemum vulgare,pollinatedBy,Chrysotus,Chrysotus,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000131632
Leucanthemum vulgare,pollinatedBy,Hylemya,Hylemya,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000134001
Leucanthemum vulgare,pollinatedBy,Meliscaeva,Meliscaeva,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000135017
Leucanthemum vulgare,pollinatedBy,Phryxe,Phryxe,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000136472
Leucanthemum vulgare,pollinatedBy,Siphona sp.,Siphona,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000137788
Leucanthemum vulgare,pollinatedBy,Lejogaster,Lejogaster,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000134426
Leucanthemum vulgare,pollinatedBy,Chrysocharis,Chrysocharis,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020930086
Leucanthemum vulgare,flowersVisitedBy,Clossiana toddi ammiralis,Clossiana toddi ammiralis,,,42.50809432,-76.37425731,https://www.inaturalist.org/observations/57397871
Leucanthemum vulgare,flowersVisitedBy,Euodynerus hidalgo boreoorientalis,Euodynerus hidalgo boreoorientalis,,,41.32527778,-73.7875,https://www.inaturalist.org/observations/52516453
Leucanthemum vulgare,flowersVisitedBy,Limenitis arthemis arthemis,Limenitis arthemis,,,44.57283466,-69.50847443,https://www.inaturalist.org/observations/205561645
Leucanthemum vulgare,flowersVisitedBy,Stenodynerus ammonia paraensis,Stenodynerus ammonia paraensis,,,44.47035,-77.31481,https://www.inaturalist.org/observations/49825358
Leucanthemum vulgare,flowersVisitedBy,Poanes viator viator,Poanes viator,,,41.2981442,-76.00871764,https://www.inaturalist.org/observations/174151366
Leucanthemum vulgare,flowersVisitedBy,Trigonarthris,Trigonarthris,,,44.26381,-71.235027,https://www.inaturalist.org/observations/97377486
Leucanthemum vulgare,flowersVisitedBy,Lycaena hypophlaeas hypophlaeas,Lycaena hypophlaeas,,,41.00828182,-78.34984374,https://www.inaturalist.org/observations/15027878
Leucanthemum vulgare,flowersVisitedBy,Symmorphus,Symmorphus,,,44.412465,-72.524305,https://www.inaturalist.org/observations/89761138
Leucanthemum vulgare,flowersVisitedBy,Mecaphesa,Mecaphesa,,,35.99777778,-75.6475,https://www.inaturalist.org/observations/225159737
Leucanthemum vulgare,flowersVisitedBy,Tharsalea mariposa penroseae,Tharsalea mariposa penroseae,,,55.25389,-118.557583,https://www.inaturalist.org/observations/4849060
Leucanthemum vulgare,flowersVisitedBy,Austrevylaeus,Austrevylaeus,,,-43.505662,172.679455,https://www.inaturalist.org/observations/4170007
Leucanthemum vulgare,flowersVisitedBy,Phyciodes,Phyciodes,,,44.07007686,-73.35578156,https://www.inaturalist.org/observations/3621586
Leucanthemum vulgare,flowersVisitedBy,Misumenini,Misumenini,,,34.06463274,-84.07025931,https://www.inaturalist.org/observations/216235742
Leucanthemum vulgare,flowersVisitedBy,Coenonympha california inornata,Coenonympha california inornata,,,44.241653,-72.53493803,https://www.inaturalist.org/observations/143596982
Leucanthemum vulgare,pollinatedBy,Discodon,Discodon,,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Palpada,Palpada,,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Manettia,Manettia,,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Syritta,Syritta,,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Augochloropsis,Augochloropsis,,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
